is_contributor_anonymous,is_contributor_deleted,time_of_day,day_of_week,is_minor_edit,comment_length,is_comment_deleted,is_previous_same_contributor,time_since_last_article_edit,size_change,size_ratio,tableGeometryChange,tag_id
0,0,12,7,0,0,0,1,11155,-26485,0.47242087,-107.0,12
1,0,18,6,0,0,0,0,47236,-57,0.99812686,0.0,12
0,0,4,4,0,0,0,0,14505,58,1.0040461,0.0,12
1,0,14,1,0,16,0,0,2480,-1518,0.89700097,-8.0,1
0,0,22,5,0,68,0,0,132314,-2339,0.93017495,-8.0,12
0,0,0,3,1,6,0,0,10280,0,1.0,0.0,12
0,0,21,4,0,0,0,1,174,0,1.0,0.0,12
1,0,4,3,0,21,0,0,42426,2,1.0000292,0.0,12
1,0,17,4,0,11,0,0,617956,6,1.0000342,0.0,9
0,0,5,3,1,0,0,0,200154,85,1.0157117,0.0,12
0,0,13,5,0,24,0,1,37,104,1.0189297,0.0,12
0,0,10,1,1,97,0,0,163,-116,0.998383,0.0,12
1,0,23,6,0,10,0,1,283,23,1.0002402,0.0,5
1,0,23,1,0,22,0,0,615001,-458,0.9750708,-4.0,2
1,0,23,1,0,22,0,0,615001,-458,0.9750708,-4.0,11
1,0,13,3,0,0,0,0,-2027327,47,1.0049442,0.0,12
1,0,13,3,0,17,0,0,3403,-952,0.94609594,233.0,5
1,0,3,3,0,18,0,0,-1301082,-5,0.9994116,0.0,5
1,0,7,7,0,0,0,1,113,5,1.0000668,0.0,6
0,0,4,4,0,3,0,0,52917,-2630,0.95666933,-12.0,1
1,0,23,5,0,27,0,0,12240,83,1.0002482,0.0,2
1,0,10,1,0,30,0,0,16901,0,1.0,0.0,5
1,0,10,1,0,30,0,0,16901,0,1.0,0.0,6
0,0,7,5,1,111,0,0,18,-18,0.9998036,0.0,12
0,0,4,6,0,17,0,1,152,-35,0.9987114,0.0,5
0,0,4,6,0,17,0,1,152,-35,0.9987114,0.0,11
1,0,18,1,0,25,0,0,14073,-14,0.9998788,0.0,5
1,0,18,1,0,25,0,0,14073,-14,0.9998788,0.0,11
1,0,11,6,0,0,0,1,59,2,1.0005058,0.0,12
0,0,11,2,0,38,0,0,983,2,1.0001006,0.0,12
1,0,2,1,0,0,0,0,186242,27,1.0055877,0.0,2
1,0,2,1,0,0,0,0,186242,27,1.0055877,0.0,3
1,0,2,1,0,0,0,0,186242,27,1.0055877,0.0,11
0,0,20,2,0,38,0,0,28925,692,1.0445074,0.0,12
1,0,14,2,0,17,0,1,134,518,1.0064814,0.0,5
0,0,10,4,0,0,0,0,32263,-9,0.9999126,0.0,3
1,0,15,2,0,32,0,1,1134,-17,0.9999009,0.0,5
1,0,15,2,0,32,0,1,1134,-17,0.9999009,0.0,11
1,0,23,2,0,41,0,1,113,22,1.0011526,0.0,2
1,0,23,2,0,41,0,1,113,22,1.0011526,0.0,11
0,0,2,3,0,10,0,0,12,-2719,0.92875296,0.0,12
0,0,17,7,1,0,0,1,218,0,1.0,0.0,12
1,0,1,4,0,28,0,0,1487,29,1.0005411,0.0,2
1,0,1,4,0,28,0,0,1487,29,1.0005411,0.0,11
1,0,5,7,0,18,0,1,49,0,1.0,0.0,5
0,0,10,2,0,84,0,1,39,-877,0.9975623,-3.0,12
1,0,20,7,0,28,0,0,222284,-12,0.9998914,0.0,5
1,0,20,7,0,28,0,0,222284,-12,0.9998914,0.0,11
0,0,19,5,0,0,0,1,319,1085,1.0220108,4.0,12
1,0,19,1,0,11,0,0,761502,-2,0.9999786,0.0,5
1,0,3,1,0,131,0,0,8930,-56,0.99334365,0.0,12
1,0,22,5,0,59,0,0,15290,938,1.00242,8.0,3
1,0,19,4,0,0,0,0,334887,-4,0.9996743,0.0,12
0,0,22,3,1,122,0,0,5,-8,0.99947584,0.0,12
0,0,1,4,0,23,0,0,10605,48,1.0012915,0.0,12
1,0,20,7,0,41,0,1,92,-4,0.9999738,0.0,2
1,0,20,7,0,41,0,1,92,-4,0.9999738,0.0,11
1,0,2,2,0,13,0,0,599441,1,1.0000098,0.0,12
0,0,19,7,0,0,0,0,834,-113,0.99631166,0.0,12
0,0,7,4,0,0,0,1,32798,25,1.0012698,0.0,12
0,0,0,3,0,13,0,0,8470,62,1.0009862,0.0,12
0,0,20,4,1,155,0,0,154,-276,0.9870026,-2.0,12
0,0,13,5,0,68,0,0,9192,1,1.000026,0.0,12
1,0,18,2,0,25,0,0,-2227758,47,1.0007675,0.0,3
1,0,21,1,0,0,0,1,96,682,1.0396558,2.0,12
1,0,8,7,0,0,0,0,84989,3,1.0000714,0.0,2
1,0,8,7,0,0,0,0,84989,3,1.0000714,0.0,11
1,0,22,7,0,0,0,0,114,-10,0.99850297,0.0,5
1,0,22,7,0,0,0,0,114,-10,0.99850297,0.0,11
0,0,10,2,1,23,0,0,-1515636,1,1.0000063,0.0,12
0,0,13,5,0,17,0,1,38,470,1.0333215,32.0,2
0,0,13,5,0,17,0,1,38,470,1.0333215,32.0,11
1,0,6,4,0,152,0,0,1056,27,1.0011481,0.0,3
0,0,16,6,0,102,0,0,10695,-258,0.99130815,-25.0,12
0,0,1,1,0,111,0,0,3041,0,1.0,0.0,12
0,0,22,1,0,18,0,1,89,0,1.0,0.0,5
0,0,7,5,0,18,0,0,2828,-85,0.97651285,0.0,12
0,0,15,3,0,15,0,1,33,0,1.0,0.0,12
1,0,22,1,0,19,0,0,-845153,1171,1.1142105,11.0,12
0,0,23,4,0,13,0,0,1141394,4484,1.0509019,27.0,12
1,0,1,7,0,13,0,1,42,1,1.0001009,0.0,5
1,0,1,7,0,13,0,1,42,1,1.0001009,0.0,11
1,0,0,5,0,0,0,1,50,-3,0.9999543,0.0,2
1,0,0,5,0,0,0,1,50,-3,0.9999543,0.0,5
1,0,0,5,0,0,0,1,50,-3,0.9999543,0.0,11
1,0,16,7,0,81,0,0,39901,15,1.0006324,0.0,12
0,0,15,2,1,24,0,0,63328,123,1.0274738,0.0,12
1,0,13,6,0,0,0,0,331277,0,1.0,0.0,5
1,0,21,1,0,0,0,1,37,-6,0.999804,0.0,12
0,0,19,5,1,0,0,0,77478,3,1.0000768,0.0,2
0,0,19,5,1,0,0,0,77478,3,1.0000768,0.0,11
0,0,17,2,0,46,0,0,64976,980,1.0051341,6.0,5
1,0,23,2,0,21,0,1,40,4,1.0002095,0.0,12
0,0,19,6,1,16,0,0,12144,12,1.001089,0.0,12
0,0,6,1,1,0,0,0,60145,1,1.000153,0.0,9
0,0,21,4,0,77,0,0,2007,458,1.063673,0.0,3
1,0,0,7,0,25,0,0,161747,-108,0.9974786,0.0,9
1,0,16,1,0,16,0,0,171164,10,1.0075643,0.0,2
1,0,16,1,0,16,0,0,171164,10,1.0075643,0.0,11
1,0,18,7,0,45,0,1,280,-24,0.9988133,0.0,12
1,0,16,1,0,0,0,0,22013,292,1.0224615,2.0,5
1,0,16,1,0,0,0,0,22013,292,1.0224615,2.0,11
0,0,21,2,1,178,0,0,78,-632,0.98834467,0.0,12
0,0,19,6,0,62,0,0,1270,-46,0.9970993,0.0,12
0,0,14,5,0,51,0,0,167,-3,0.9999858,0.0,12
0,0,20,3,0,195,0,0,7023,0,1.0,0.0,9
0,0,4,1,0,131,0,0,147,1093,1.0066732,1.0,2
0,0,4,1,0,131,0,0,147,1093,1.0066732,1.0,11
1,0,22,3,0,17,0,1,238,-32,0.9998715,0.0,12
1,0,15,1,0,0,0,0,11513,35,1.003831,0.0,5
0,0,19,2,0,0,0,0,12512,0,1.0,0.0,12
1,0,2,5,0,17,0,1,16,59,1.0071584,0.0,12
1,0,19,3,0,0,0,1,37,24,1.0023798,0.0,12
1,0,20,1,0,17,0,1,83,47,1.0060513,0.0,12
1,0,13,4,0,23,0,0,185410,317,1.0008333,0.0,5
1,0,13,4,0,23,0,0,185410,317,1.0008333,0.0,11
1,0,1,6,0,0,0,0,573575,530,1.0430369,0.0,3
1,0,4,3,0,0,0,0,140689,-319,0.99171793,0.0,9
1,0,21,2,0,170,0,0,-1794936,-13,0.9999635,0.0,12
0,0,20,3,0,78,0,0,73285,1599,1.0664561,0.0,12
0,0,13,1,0,19,0,1,230,-6096,0.9330036,0.0,12
1,0,3,5,0,21,0,0,216,380,1.0039927,0.0,2
1,0,3,5,0,21,0,0,216,380,1.0039927,0.0,11
0,0,19,4,0,27,0,0,1065289,24,1.0016253,0.0,12
1,0,12,1,0,31,0,0,176,-1,0.9999774,0.0,5
0,0,7,7,0,0,0,0,396104,-9,0.99939406,0.0,5
0,0,7,7,0,0,0,0,396104,-9,0.99939406,0.0,11
0,0,15,7,1,144,0,0,45996,-6,0.99993205,0.0,12
1,0,19,7,0,13,0,0,273033,-4,0.9991565,0.0,2
1,0,19,7,0,13,0,0,273033,-4,0.9991565,0.0,4
1,0,19,7,0,13,0,0,273033,-4,0.9991565,0.0,11
1,0,19,2,0,15,0,1,89,20,1.0028864,0.0,12
1,0,17,2,0,13,0,1,13,0,1.0,0.0,12
1,0,18,1,0,21,0,1,71,-9,0.999918,0.0,12
1,0,18,1,0,30,0,0,8198,672,1.3566879,4.0,12
1,0,13,6,0,22,0,1,324,1420,1.0186179,0.0,5
0,0,8,3,1,53,0,1,-1289475,50,1.0020468,0.0,12
1,0,23,4,0,0,0,0,1144,215,1.0366518,0.0,1
1,0,23,4,0,0,0,0,1144,215,1.0366518,0.0,8
1,0,23,4,0,0,0,0,1144,215,1.0366518,0.0,11
1,0,10,4,0,10,0,0,30,-43,0.9885057,0.0,12
1,0,22,3,0,21,0,0,421166,0,1.0,0.0,12
1,0,21,3,0,17,0,0,173382,0,1.0,0.0,12
1,0,16,1,0,44,0,0,135,123,1.0024674,0.0,12
1,0,18,5,0,0,0,1,144,116,1.0045263,0.0,5
1,0,18,5,0,0,0,1,144,116,1.0045263,0.0,11
0,0,17,4,0,30,0,0,25865,-1,0.9999416,0.0,9
0,0,17,4,0,30,0,0,25865,-1,0.9999416,0.0,12
1,0,5,6,0,30,0,1,79,120,1.0071378,0.0,12
0,0,20,3,0,102,0,1,249,2286,1.394138,23.0,12
0,0,13,3,0,62,0,1,525531,0,1.0,0.0,12
0,0,2,2,0,24,0,1,35,3661,1.0374902,-2.0,12
0,0,21,7,0,0,0,1,440,598,1.0053074,0.0,12
0,0,5,1,0,36,0,1,234,0,1.0,0.0,12
1,0,1,5,0,13,0,0,832535,-12,0.99992335,0.0,5
1,0,1,5,0,13,0,0,832535,-12,0.99992335,0.0,11
0,0,2,5,0,137,0,0,4087,0,1.0,0.0,12
0,0,22,3,0,36,0,0,1547,2,1.0000938,0.0,12
0,0,18,4,0,30,0,0,98968,31,1.0010148,0.0,9
0,0,3,7,0,13,0,0,630795,59,1.0053946,0.0,12
1,0,3,4,0,23,0,0,18,55,1.0005541,0.0,2
1,0,3,4,0,23,0,0,18,55,1.0005541,0.0,11
1,0,10,7,0,13,0,1,117,3809,1.2281111,0.0,12
1,0,10,3,0,22,0,1,1531,95,1.0018182,0.0,12
0,0,17,6,0,0,0,0,95865,0,1.0,0.0,12
1,0,18,6,0,18,0,0,6463,-1384,0.80404925,-10.0,1
0,0,1,4,0,77,0,0,745233,194,1.0107766,0.0,12
0,0,3,4,0,154,0,0,498,2,1.0003096,0.0,12
0,0,14,4,0,63,0,0,480,0,1.0,0.0,12
0,0,17,2,1,0,0,1,72873,-49,0.98284316,0.0,12
0,0,6,6,0,143,0,1,39,-606,0.972066,-4.0,12
0,0,2,7,1,10,0,1,71,-58,0.99974525,-108.0,12
0,0,9,6,0,0,0,0,16367,-30,0.9996657,0.0,5
0,0,22,2,0,18,0,0,39815,-6083,0.28443712,-16.0,12
0,0,4,4,1,128,0,0,13751,0,1.0,0.0,12
1,0,19,7,0,0,0,0,71996,-694,0.8032322,-4.0,5
1,0,5,6,0,0,0,0,10088,3,1.0005269,0.0,12
0,0,4,3,1,149,0,0,5177,-95,0.99939615,0.0,12
1,0,4,7,0,36,0,0,10906,2,1.0000222,0.0,2
1,0,4,7,0,36,0,0,10906,2,1.0000222,0.0,11
1,0,21,7,0,16,0,0,534,44,1.0016059,0.0,5
1,0,21,7,0,16,0,0,534,44,1.0016059,0.0,11
1,0,7,4,0,0,0,1,17,52,1.0559741,0.0,3
1,0,7,4,0,0,0,1,17,52,1.0559741,0.0,8
0,0,1,3,0,21,0,1,23,-79,0.9996858,0.0,12
0,0,1,6,0,109,0,0,601325,37,1.0041653,0.0,12
0,0,23,4,0,29,0,1,106,-2673,0.9955883,486.0,12
0,0,9,4,0,16,0,1,45,-210,0.98761207,0.0,12
1,0,21,3,0,30,0,0,105,4,1.0000536,0.0,12
0,0,10,1,0,17,0,1,209,0,1.0,0.0,12
1,0,9,2,0,21,0,0,178954,0,1.0,0.0,5
1,0,9,2,0,21,0,0,178954,0,1.0,0.0,11
1,0,20,3,0,13,0,0,13645,-455,0.81344813,-7.0,12
1,0,22,2,0,0,0,0,262872,51,1.0003835,0.0,2
1,0,22,2,0,0,0,0,262872,51,1.0003835,0.0,11
1,0,22,5,0,13,0,1,49,903,1.2865757,3.0,3
0,0,19,4,0,9,0,1,33057,0,1.0,0.0,12
1,0,18,5,0,18,0,0,7412,2,1.0000235,0.0,12
1,0,12,3,0,0,0,0,-1758500,-146,0.998352,0.0,3
1,0,22,1,0,14,0,0,33401,18,1.0000973,0.0,2
1,0,22,1,0,14,0,0,33401,18,1.0000973,0.0,11
0,0,12,5,0,22,0,1,29,2,1.0001818,0.0,12
1,0,10,2,0,7,0,0,1262356,15,1.0001085,0.0,2
1,0,10,2,0,7,0,0,1262356,15,1.0001085,0.0,11
1,0,21,5,0,0,0,0,18125,8,1.0001504,0.0,3
1,0,12,7,0,33,0,0,-2418473,-23,0.99963576,0.0,5
1,0,12,7,0,33,0,0,-2418473,-23,0.99963576,0.0,9
1,0,12,7,0,33,0,0,-2418473,-23,0.99963576,0.0,11
1,0,21,1,0,17,0,0,8020,1,1.0000373,0.0,12
0,0,0,3,1,40,0,1,86167,15,1.0003381,0.0,12
0,0,2,2,0,13,0,1,29,1,1.0000058,0.0,12
0,0,23,2,0,87,0,0,77,-32,0.9996146,0.0,12
0,0,20,4,0,27,0,0,309,-26,0.9998776,0.0,12
1,0,11,4,0,19,0,1,155,2,1.0000178,0.0,12
1,0,5,7,0,31,0,0,51,31,1.0014355,0.0,2
1,0,5,7,0,31,0,0,51,31,1.0014355,0.0,11
1,0,1,4,0,0,0,1,150,-1,0.9999972,0.0,5
1,0,1,4,0,0,0,1,150,-1,0.9999972,0.0,11
0,0,4,5,0,6,0,0,689880,-85,0.9975077,0.0,5
0,0,4,5,0,6,0,0,689880,-85,0.9975077,0.0,11
1,0,15,7,0,0,0,1,86,0,1.0,0.0,5
0,0,23,4,0,0,0,1,43,14,1.0009924,0.0,12
1,0,0,3,0,16,0,0,101815,4,1.0000987,0.0,2
1,0,0,3,0,16,0,0,101815,4,1.0000987,0.0,11
1,0,23,4,0,18,0,0,347417,2,1.001243,0.0,2
1,0,23,4,0,18,0,0,347417,2,1.001243,0.0,11
0,0,16,5,1,82,0,1,10017,2630,1.0685271,33.0,12
1,0,12,3,0,20,0,0,2698,-1,0.99998426,0.0,12
0,0,0,1,0,104,0,0,114,327,1.0613164,2.0,2
0,0,0,1,0,104,0,0,114,327,1.0613164,2.0,5
0,0,0,1,0,104,0,0,114,327,1.0613164,2.0,11
0,0,22,2,1,43,0,1,86,168,1.0085766,1.0,12
0,0,7,1,0,16,0,0,3209,45,1.0004176,0.0,12
1,0,16,7,0,18,0,1,17,140,1.0016656,0.0,12
0,0,20,7,0,34,0,0,8946,50,1.0003518,0.0,12
1,0,23,4,0,19,0,0,2926,44,1.0026388,0.0,12
1,0,4,6,0,32,0,0,532679,45,1.0008012,0.0,2
1,0,4,6,0,32,0,0,532679,45,1.0008012,0.0,11
1,0,6,3,0,20,0,1,46,5,1.0001243,0.0,5
1,0,16,5,0,0,0,0,256038,26,1.0032443,0.0,4
0,0,20,7,0,127,0,0,5389,-90,0.9947732,0.0,12
1,0,15,5,0,11,0,0,599623,0,1.0,0.0,12
1,0,21,5,0,15,0,0,456453,0,1.0,0.0,5
1,0,21,5,0,15,0,0,456453,0,1.0,0.0,11
1,0,3,3,0,17,0,1,28,0,1.0,0.0,12
1,0,17,3,0,11,0,0,-1132353,0,1.0,0.0,9
1,0,2,7,0,13,0,0,1054,136,1.0068784,0.0,2
1,0,2,7,0,13,0,0,1054,136,1.0068784,0.0,11
0,0,21,5,1,0,0,1,307,-1,0.99997336,0.0,5
1,0,5,5,0,13,0,0,25096,-1,0.9999861,0.0,12
0,0,12,1,1,66,0,0,602778,-4,0.9999435,0.0,12
0,0,16,6,1,125,0,0,12799,855,1.0352548,5.0,12
0,0,18,5,0,0,0,0,81269,73,1.0008527,0.0,5
0,0,18,3,0,105,0,0,1822,528,1.0061654,6.0,12
1,0,6,7,0,0,0,0,603609,0,1.0,0.0,12
1,0,22,2,0,0,0,1,217,-6,0.99993974,0.0,12
1,0,14,4,0,45,0,1,133,-2,0.9999823,0.0,5
1,0,14,4,0,45,0,1,133,-2,0.9999823,0.0,11
1,0,3,3,0,11,0,0,12804,790,1.0712417,0.0,12
1,0,2,7,0,0,0,1,622,-1134,0.7885512,-13.0,12
1,0,12,5,0,30,0,0,441649,-51,0.99554193,0.0,1
1,0,20,3,0,0,0,0,998754,0,1.0,0.0,5
0,0,5,6,0,125,0,0,19035,-135,0.9936907,0.0,12
1,0,6,6,0,0,0,0,5563,-1,0.9999774,0.0,12
1,0,0,1,0,0,0,1,130,47,1.0007913,0.0,3
1,0,23,4,0,17,0,0,100906,-6,0.99804306,0.0,2
1,0,23,4,0,17,0,0,100906,-6,0.99804306,0.0,11
0,0,2,1,1,13,0,1,622,-81,0.997391,0.0,12
1,0,20,2,0,43,0,0,8494,0,1.0,0.0,2
1,0,20,2,0,43,0,0,8494,0,1.0,0.0,11
0,0,15,7,1,30,0,0,-2402768,12,1.0000721,0.0,12
0,0,15,7,0,39,0,0,33031,73,1.0008781,0.0,12
1,0,20,5,0,0,0,0,11392,0,1.0,0.0,5
1,0,20,5,0,0,0,0,11392,0,1.0,0.0,11
0,0,0,4,0,0,0,0,10055,-13,0.9998309,0.0,2
0,0,0,4,0,0,0,0,10055,-13,0.9998309,0.0,11
1,0,1,6,0,13,0,1,24,-33,0.9889669,0.0,5
1,0,8,7,0,0,0,0,1000635,51,1.0022849,0.0,12
0,0,2,4,1,20,0,1,95,5,1.0001397,0.0,12
1,0,16,5,0,104,0,0,7561,600,1.0015745,0.0,5
1,0,16,5,0,104,0,0,7561,600,1.0015745,0.0,11
1,0,2,3,0,34,0,0,591,20,1.0001085,0.0,12
1,0,1,7,0,0,0,1,40,-6,0.99972934,0.0,12
0,0,15,1,0,57,0,1,56905,0,1.0,0.0,12
1,0,13,6,0,27,0,1,87,-2,0.99991053,0.0,5
0,0,1,7,0,131,0,0,198735,1,1.0000142,0.0,12
0,0,6,2,0,0,0,0,-2212993,-127,0.99484116,0.0,5
1,0,4,1,0,113,0,0,25,2,1.0006809,0.0,9
1,0,14,5,0,21,0,0,15,-34290,0.7286067,0.0,1
1,0,14,5,0,21,0,0,15,-34290,0.7286067,0.0,11
0,0,8,3,1,115,0,0,-2034217,-30,0.9996983,0.0,12
0,0,0,7,1,100,0,0,1076471,0,1.0,0.0,12
1,0,10,7,0,15,0,0,260,5,1.0000188,0.0,5
1,0,14,6,0,0,0,0,74710,-1,0.99968135,0.0,12
0,0,17,7,0,22,0,0,954308,1324,1.0648067,7.0,12
1,0,20,2,0,27,0,1,824,1163,1.1277741,8.0,12
1,0,16,4,0,0,0,0,419933,1,1.0000688,0.0,5
1,0,1,4,0,34,0,1,140,125,1.0023313,0.0,2
1,0,1,4,0,34,0,1,140,125,1.0023313,0.0,11
1,0,18,3,0,17,0,0,143598,12,1.0007175,0.0,12
0,0,4,3,0,52,0,0,1680966,-116,0.9794144,0.0,12
1,0,3,1,0,39,0,0,13573,-5,0.9997392,0.0,5
1,0,3,1,0,39,0,0,13573,-5,0.9997392,0.0,11
0,0,0,1,0,20,0,1,-1558353,-6018,0.3608072,-34.0,12
0,0,9,1,0,10,0,0,27,-13,0.99880624,0.0,12
1,0,19,6,0,21,0,0,1155,-1104,0.9538133,-3.0,12
1,0,19,5,0,24,0,1,41,141,1.012041,0.0,12
0,0,15,5,0,184,0,0,10741,303,1.001762,0.0,12
1,0,9,6,0,28,0,1,52,1,1.0000674,0.0,12
0,0,2,4,1,38,0,1,86879,7,1.000232,0.0,12
0,0,14,2,1,187,0,0,24778,-600,0.9260264,0.0,12
1,0,8,6,0,14,0,0,15776,671,1.024498,74.0,3
1,0,2,7,0,16,0,0,-2385172,8,1.0010746,0.0,2
0,0,15,1,0,21,0,1,107,-2,0.99997777,0.0,12
0,0,10,1,1,19,0,0,380455,6,1.0007341,0.0,5
0,0,10,1,1,19,0,0,380455,6,1.0007341,0.0,11
0,0,5,3,0,21,0,1,30,0,1.0,0.0,12
1,0,0,1,0,13,0,0,-2427327,9299,1.1598837,386.0,12
1,0,12,3,0,19,0,0,37774,639,1.0063993,0.0,6
1,0,22,2,0,0,0,0,19025,0,1.0,0.0,12
1,0,20,3,0,57,0,0,24936,467,1.0025674,4.0,4
1,0,20,3,0,57,0,0,24936,467,1.0025674,4.0,5
1,0,20,3,0,57,0,0,24936,467,1.0025674,4.0,11
1,0,12,5,0,12,0,1,78,-83,0.9986499,0.0,5
0,0,12,6,0,89,0,0,6978,0,1.0,0.0,12
0,0,23,5,1,27,0,0,101010,-2,0.9999877,0.0,12
0,0,4,5,1,14,0,1,73,-208,0.9953873,0.0,12
1,0,13,2,0,27,0,1,58197,2439,1.0048118,0.0,12
1,0,22,7,0,10,0,1,38,-1,0.99982315,0.0,2
1,0,22,7,0,10,0,1,38,-1,0.99982315,0.0,3
1,0,22,7,0,10,0,1,38,-1,0.99982315,0.0,5
1,0,22,7,0,10,0,1,38,-1,0.99982315,0.0,11
0,0,23,7,0,0,0,1,99,4,1.0006514,0.0,12
1,0,7,7,0,20,0,0,2426,-5214,0.82959116,56.0,1
1,0,20,5,0,17,0,1,24,-114,0.99451923,0.0,1
1,0,20,5,0,17,0,1,24,-114,0.99451923,0.0,11
1,0,22,4,0,13,0,0,153105,-862,0.98273,0.0,2
1,0,22,4,0,13,0,0,153105,-862,0.98273,0.0,5
1,0,22,4,0,13,0,0,153105,-862,0.98273,0.0,11
1,0,22,3,0,20,0,1,852,352,1.01214,0.0,12
1,0,5,5,0,23,0,1,424,-379,0.996902,0.0,3
0,0,16,6,0,0,0,0,14227,92,1.0020491,0.0,12
1,0,12,1,0,0,0,0,485795,12,1.0026098,0.0,2
1,0,6,7,0,14,0,0,7537,34,1.0140438,0.0,2
1,0,23,6,0,14,0,1,105,5,1.0000114,0.0,12
0,0,4,1,1,116,0,0,16,-26,0.99958533,0.0,12
1,0,14,3,0,169,0,0,-2355571,-515,0.94985396,-3.0,12
0,0,13,2,0,82,0,0,1111490,-88,0.9774936,0.0,12
1,0,2,2,0,67,0,1,82,25,1.0002261,0.0,2
1,0,18,5,0,13,0,0,13834,10,1.0002856,0.0,12
0,0,4,3,1,164,0,0,363,0,1.0,0.0,9
0,0,18,5,1,3,0,0,2430,36,1.0051643,0.0,12
1,0,17,7,0,12,0,0,182582,-714,0.984524,-2.0,1
1,0,17,7,0,12,0,0,182582,-714,0.984524,-2.0,11
1,0,0,6,0,14,0,1,57,1,1.000033,0.0,3
0,0,13,7,0,20,0,0,522,7,1.000367,0.0,5
1,0,23,2,0,13,0,0,587,39,1.0032636,0.0,6
1,0,11,5,0,107,0,0,38368,18,1.000733,0.0,5
1,0,11,5,0,107,0,0,38368,18,1.000733,0.0,11
1,0,21,7,0,0,0,0,79,2,1.0000423,0.0,5
1,0,21,7,0,0,0,0,79,2,1.0000423,0.0,11
1,0,1,1,0,0,0,1,141,-194,0.9974351,-6.0,12
1,0,23,2,0,11,0,0,65642,-340,0.9966647,0.0,12
1,0,15,7,0,21,0,1,31,-24,0.9984399,-4.0,12
0,0,18,2,0,107,0,1,71,44,1.0002166,0.0,12
1,0,9,1,0,37,0,0,-2147221,-2,0.99988806,0.0,4
1,0,9,1,0,37,0,0,-2147221,-2,0.99988806,0.0,5
1,0,9,1,0,37,0,0,-2147221,-2,0.99988806,0.0,11
1,0,11,2,0,12,0,0,47,-22,0.999141,0.0,5
1,0,19,3,0,51,0,1,79,22,1.00139,0.0,2
1,0,19,3,0,51,0,1,79,22,1.00139,0.0,11
0,0,11,1,1,160,0,0,15876,-113,0.99906266,0.0,12
1,0,15,3,0,15,0,0,-1299864,33,1.004263,0.0,5
1,0,15,3,0,15,0,0,-1299864,33,1.004263,0.0,11
1,0,3,3,0,0,0,0,94932,0,1.0,0.0,12
0,0,16,3,1,180,0,0,46,13,1.0006447,0.0,12
1,0,4,1,0,0,0,0,-911277,-179,0.9907917,0.0,1
1,0,4,1,0,0,0,0,-911277,-179,0.9907917,0.0,11
0,0,16,7,0,17,0,0,-359799,1,1.0000553,0.0,3
1,0,17,1,0,0,0,1,61,263,1.0256261,0.0,2
1,0,17,1,0,0,0,1,61,263,1.0256261,0.0,11
0,0,14,5,0,133,0,1,52,-28,0.9981012,0.0,12
1,0,4,7,0,41,0,0,31123,3,1.0001154,0.0,12
0,0,18,7,0,117,0,1,106,27,1.0016282,0.0,12
0,0,17,1,0,13,0,0,3111,0,1.0,0.0,5
1,0,18,2,0,12,0,1,677,466,1.0038223,0.0,12
0,0,6,5,0,0,0,1,733879,0,1.0,0.0,12
0,0,11,1,1,8,0,0,-2094795,0,1.0,0.0,12
0,0,7,5,0,0,0,1,68,-56,0.99912715,0.0,12
0,0,21,1,0,168,0,0,36342,1263,1.0733918,13.0,12
0,0,19,6,0,24,0,1,53,53,1.0007567,0.0,12
1,0,4,7,0,14,0,0,177,22,1.0004997,0.0,3
1,0,19,1,0,26,0,0,147579,68,1.006409,0.0,12
0,0,1,4,0,19,0,0,-2373653,1,1.0000076,0.0,12
0,0,1,2,0,0,0,0,-574910,2,1.0001563,0.0,12
0,0,18,3,1,90,0,0,202,-1196,0.9971031,0.0,12
1,0,14,1,0,17,0,1,181,-2686,0.8523121,-20.0,12
0,0,4,6,0,0,0,0,42808,-3233,0.7924238,0.0,1
0,0,20,6,0,0,0,1,13,-6,0.999668,0.0,12
1,0,6,5,0,19,0,0,936943,-29971,0.32009256,-15.0,3
0,0,19,7,0,0,0,0,4344,-151,0.98886514,0.0,1
0,0,19,7,0,0,0,0,4344,-151,0.98886514,0.0,3
1,0,18,5,0,10,0,0,918753,0,1.0,0.0,12
0,0,19,2,1,106,0,0,445,-1,0.99991906,0.0,12
1,0,14,1,0,18,0,1,35,0,1.0,0.0,5
0,0,0,5,0,18,0,1,622,1207,1.0218236,0.0,12
0,0,13,7,1,103,0,0,939044,42,1.0018969,0.0,12
1,0,16,2,0,26,0,0,1300045,0,1.0,0.0,12
0,0,7,6,1,197,0,0,7668,362,1.0159057,0.0,12
1,0,15,3,0,131,0,0,-2847226,258,1.0132349,-72.0,12
0,0,14,1,0,59,0,0,2043,-2774,0.9916394,-5.0,1
0,0,17,4,1,25,0,0,65684,-47,0.9970804,0.0,12
0,0,6,2,0,0,0,1,69,2,1.0002061,0.0,12
0,0,23,5,0,29,0,1,64,3,1.0000092,0.0,12
1,0,22,1,0,12,0,0,45243,-1,0.9999694,0.0,12
1,0,18,6,0,0,0,0,5196,-62,0.99623764,0.0,12
0,0,22,4,0,112,0,0,14720,42,1.0027946,0.0,12
0,0,23,5,0,28,0,0,354046,85,1.010362,0.0,12
1,0,14,2,0,0,0,0,5687,428,1.0549563,2.0,5
1,0,2,7,0,21,0,1,45,0,1.0,0.0,12
1,0,8,6,0,13,0,0,745201,1804,1.1611001,0.0,12
